Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK27,OUT013,0.13470547
FDT35,OUT013,0.18491817
FDN12,OUT049,0.13015473
NCE31,OUT019,0.013878239
FDL21,OUT017,0.03787038
FDV56,OUT017,0.11922313
FDR16,OUT017,0.24746463
NCP41,OUT049,0.12322795
FDJ27,OUT013,0.089890875
FDA07,OUT017,0.13404109
FDK55,OUT049,0.10142586
FDM33,OUT049,0.26399988
FDY46,OUT046,0.20531754
FDD36,OUT046,0.13664056
FDB12,OUT027,0.19053654
FDF28,OUT019,0.013878239
NCE07,OUT019,0.013878239
FDW50,OUT027,0.32269645
NCW18,OUT017,0.28114542
NCJ17,OUT019,0.013878239
DRZ24,OUT010,0.0032620933
FDS07,OUT035,0.13989346
NCW05,OUT010,0.013878239
FDZ22,OUT018,0.06824637
FDK02,OUT046,0.15702443
FDZ45,OUT027,0.36363545
FDL25,OUT046,0.09832715
FDS08,OUT045,0.17965813
NCZ42,OUT027,0.42712715
FDX57,OUT035,0.1060786
FDF21,OUT046,0.22113015
FDJ56,OUT018,0.09781974
FDX10,OUT013,0.030737901
DRG48,OUT035,0.16007905
DRN37,OUT046,0.17956814
NCY41,OUT018,0.039415672
FDN28,OUT045,0.1084139
FDE34,OUT045,0.19555056
FDR10,OUT045,0.18775155
FDC32,OUT017,0.10550685
DRG13,OUT046,0.16063768
FDP59,OUT049,0.08185011
NCT53,OUT010,0.0
FDL57,OUT027,0.43572012
FDN32,OUT010,0.0
FDK09,OUT018,0.25680405
FDA52,OUT010,0.028322808
FDC57,OUT049,0.2167024
FDI09,OUT035,0.31196707
NCB07,OUT046,0.20281862
FDP26,OUT035,0.11314773
FDP40,OUT027,0.21455552
FDL15,OUT013,0.1682928
FDV07,OUT046,0.12840031
FDS03,OUT017,0.06985367
FDE50,OUT049,0.19847503
FDQ15,OUT017,0.064985946
FDQ33,OUT010,0.0
FDT22,OUT013,0.032000314
DRO35,OUT035,0.14426814
FDJ41,OUT049,0.36232167
FDQ27,OUT035,0.12110984
FDC26,OUT017,0.1377902
NCF43,OUT027,0.2779352
NCR50,OUT035,0.19429965
FDE39,OUT018,0.11589397
FDN49,OUT027,0.08356313
DRG11,OUT035,0.13156189
NCA18,OUT049,0.13794571
FDM36,OUT018,0.18044756
FDW32,OUT017,0.08341908
NCQ18,OUT010,0.013878239
FDX14,OUT027,0.14488491
FDD46,OUT017,0.16810167
FDI34,OUT019,0.044684634
NCJ17,OUT035,0.103062205
FDB52,OUT035,0.30996463
FDV55,OUT018,0.1435632
FDC57,OUT046,0.21516849
FDB29,OUT046,0.14720613
NCO43,OUT035,0.12865523
FDG44,OUT045,0.04885996
FDJ34,OUT045,0.1452581
FDH40,OUT049,0.07136853
NCD07,OUT027,0.22586945
FDB41,OUT017,0.040619522
FDH47,OUT018,0.102861114
DRK37,OUT035,0.21267024
FDM25,OUT019,0.024100594
NCX06,OUT045,0.2105369
NCS05,OUT017,0.15258473
FDS39,OUT045,0.14064592
FDC47,OUT027,0.4132012
FDG20,OUT013,0.19641064
DRL23,OUT017,0.11444553
FDY33,OUT013,0.17376284
NCH18,OUT045,0.27554026
FDX47,OUT035,0.19189095
NCB06,OUT045,0.18010445
FDP36,OUT049,0.046933822
FDW44,OUT018,0.18309991
NCU41,OUT018,0.20702194
NCS17,OUT046,0.11101541
FDD46,OUT035,0.17629606
FDE45,OUT017,0.19946064
FDI09,OUT017,0.28492978
NCJ54,OUT010,0.03126967
NCA29,OUT018,0.18415134
NCN41,OUT027,0.23699579
FDY34,OUT035,0.20538825
NCG55,OUT035,0.14093623
DRM49,OUT046,0.027573174
NCB42,OUT049,0.13118692
FDE58,OUT045,0.13554612
DRJ25,OUT013,0.02772313
FDS47,OUT010,0.013878239
FDY21,OUT049,0.2641928
NCI54,OUT013,0.11310389
FDO24,OUT017,0.17914018
FDY43,OUT035,0.2007989
FDF35,OUT018,0.11529964
NCP29,OUT019,0.013878239
FDN28,OUT027,0.1983935
FDJ50,OUT018,0.039562915
FDQ14,OUT027,0.2988313
FDC37,OUT035,0.13162068
FDN08,OUT046,0.13460195
FDD04,OUT035,0.17847526
FDW34,OUT018,0.2473043
FDP04,OUT017,0.06743743
NCG07,OUT017,0.21338308
NCN14,OUT018,0.21351169
FDJ16,OUT045,0.0655589
NCM42,OUT045,0.10414943
NCF19,OUT046,0.057380125
FDY21,OUT018,0.21406789
FDY19,OUT035,0.13980256
FDV09,OUT045,0.16664861
FDA28,OUT013,0.14176609
FDC38,OUT018,0.13568494
FDL28,OUT045,0.26893836
NCH43,OUT049,0.32526833
NCN53,OUT045,0.03601665
NCW05,OUT017,0.12441508
NCO30,OUT018,0.1955809
FDT04,OUT019,0.013878239
FDB27,OUT018,0.20960715
NCK07,OUT013,0.19162536
NCA53,OUT013,0.03685029
FDB33,OUT018,0.16818097
FDU37,OUT017,0.08365758
FDR13,OUT035,0.13741094
FDE45,OUT049,0.22113469
FDV37,OUT017,0.23999052
FDX44,OUT019,0.013878239
NCL06,OUT017,0.31070983
FDJ28,OUT045,0.21941966
FDX55,OUT049,0.2629239
NCK17,OUT018,0.036772072
FDH52,OUT035,0.064856954
FDN13,OUT027,0.18730405
FDK44,OUT018,0.1820672
FDU16,OUT046,0.10592161
FDZ07,OUT017,0.05520621
NCN06,OUT027,0.31195256
FDH02,OUT010,0.018983047
NCW18,OUT045,0.2655147
FDH57,OUT013,0.13942833
FDV35,OUT045,0.18307765
NCU29,OUT013,0.1582345
NCP02,OUT046,0.06685118
FDN44,OUT013,0.18598454
FDX03,OUT018,0.037768
FDR11,OUT010,0.026646247
FDA36,OUT046,0.20924327
FDP58,OUT027,0.3956195
FDH31,OUT045,0.10912939
FDH34,OUT035,0.22454476
FDS13,OUT035,0.3462915
FDT01,OUT018,0.24285758
FDY09,OUT049,0.20797478
FDV33,OUT027,0.4414203
NCW29,OUT010,0.019057957
NCN17,OUT045,0.10830165
FDX01,OUT046,0.15858825
FDL03,OUT049,0.22998792
DRL59,OUT049,0.054860532
DRM11,OUT027,0.46340233
FDA43,OUT049,0.27490857
FDZ56,OUT010,0.0
FDI44,OUT018,0.059081927
FDB50,OUT013,0.052072354
FDU15,OUT019,0.013878239
NCJ19,OUT019,0.013878239
FDD48,OUT013,0.11504176
NCW42,OUT035,0.2733166
FDL24,OUT017,0.20732698
NCB30,OUT013,0.23335034
FDK25,OUT013,0.17807913
FDW28,OUT049,0.22709422
FDD47,OUT017,0.20174836
FDK16,OUT019,0.013878239
FDW37,OUT046,0.10822669
FDA48,OUT035,0.27559498
FDA14,OUT017,0.1643622
FDV15,OUT013,0.083833285
FDN22,OUT049,0.2770005
NCD55,OUT045,0.037637066
FDY43,OUT013,0.1830507
NCU05,OUT017,0.09189001
FDF10,OUT035,0.15654463
FDR39,OUT018,0.19601576
FDG40,OUT013,0.028242856
FDZ28,OUT019,0.013878239
FDE02,OUT045,0.10962368
FDU60,OUT049,0.1849876
FDM21,OUT013,0.29403543
FDV52,OUT019,0.013878239
NCW06,OUT013,0.22098775
FDX36,OUT035,0.27929538
FDT35,OUT027,0.29459912
NCL19,OUT010,0.022894014
NCD31,OUT046,0.17880902
FDE53,OUT019,0.013878239
FDW58,OUT019,0.013878239
DRF48,OUT046,0.21459977
FDW57,OUT035,0.2048672
DRH13,OUT017,0.10821191
FDT33,OUT013,0.19021542
DRK47,OUT027,0.4052449
FDY22,OUT010,0.020776194
FDC35,OUT019,0.018572384
FDO03,OUT013,0.2924276
FDF24,OUT045,0.08306194
FDF56,OUT018,0.19358066
FDD28,OUT013,0.03628423
FDG53,OUT027,0.2696539
FDO27,OUT019,0.013878239
NCF54,OUT018,0.18387267
FDC20,OUT027,0.073446065
FDU10,OUT046,0.041007623
DRA24,OUT018,0.17432211
FDA02,OUT010,0.021353005
FDG10,OUT017,0.05392026
FDW39,OUT010,0.0
FDP04,OUT019,0.013878239
NCM55,OUT013,0.2210365
FDG47,OUT045,0.28261504
NCU41,OUT017,0.22071189
NCK31,OUT017,0.05438994
FDZ46,OUT045,0.11219155
FDU13,OUT027,0.26007795
NCF19,OUT045,0.049738042
NCJ43,OUT013,0.21480903
NCJ05,OUT045,0.17257783
FDS04,OUT027,0.23986536
FDX28,OUT010,0.0
FDB41,OUT027,0.09804901
FDG53,OUT046,0.16637006
FDL15,OUT010,0.0
FDQ08,OUT049,0.057691976
DRN36,OUT013,0.088224635
FDI46,OUT013,0.3242698
FDG16,OUT027,0.3906737
FDV32,OUT013,0.034586035
FDF44,OUT010,0.0
FDK04,OUT018,0.03755414
NCA41,OUT013,0.23108228
FDD51,OUT017,0.04999031
NCZ53,OUT045,0.21319623
FDP01,OUT027,0.27183267
FDY25,OUT049,0.21542405
FDB17,OUT018,0.19304584
NCV54,OUT018,0.11095983
FDJ32,OUT017,0.07120861
FDA37,OUT049,0.1220947
FDG35,OUT035,0.20827694
NCM05,OUT018,0.2703618
FDG45,OUT046,0.22822237
FDH28,OUT013,0.037459057
NCE18,OUT049,0.30587763
FDH38,OUT045,0.12543228
FDR56,OUT013,0.22876748
FDH17,OUT027,0.19129886
FDD39,OUT049,0.25154337
FDB41,OUT049,0.038518876
NCR53,OUT046,0.24579975
FDX46,OUT017,0.05232951
FDV28,OUT049,0.038646776
FDA08,OUT018,0.17310397
FDH45,OUT017,0.037042335
NCS38,OUT010,0.0
FDD40,OUT010,0.055299476
DRM59,OUT035,0.18189321
NCJ43,OUT018,0.18831153
NCN29,OUT013,0.039344292
NCC19,OUT045,0.2007152
FDR56,OUT035,0.2318424
FDZ43,OUT049,0.24292548
FDJ32,OUT010,0.013878239
DRH03,OUT017,0.10102152
NCZ54,OUT035,0.1965794
FDE26,OUT017,0.1709991
FDS03,OUT045,0.0587852
DRZ24,OUT019,0.013878239
FDO48,OUT027,0.38531226
FDW39,OUT049,0.19584516
NCK05,OUT049,0.060411327
NCK30,OUT017,0.30291796
FDT27,OUT018,0.2703094
FDS08,OUT019,0.01596448
NCJ19,OUT049,0.03982084
FDC58,OUT045,0.041354448
DRE37,OUT013,0.22534892
FDW02,OUT035,0.14630464
FDJ02,OUT010,0.033082962
FDX09,OUT045,0.19179146
FDT31,OUT010,0.0
FDI24,OUT049,0.2634451
FDY09,OUT045,0.20497079
FDV28,OUT045,0.038404927
DRM47,OUT049,0.2549448
FDT52,OUT019,0.055606104
FDI48,OUT018,0.041158408
FDY55,OUT017,0.30549997
FDU48,OUT013,0.14291723
FDN25,OUT045,0.050350495
FDP20,OUT049,0.14453875
FDJ15,OUT013,0.22534946
FDD04,OUT018,0.13952976
FDY58,OUT045,0.265682
FDR37,OUT018,0.20141454
FDF44,OUT013,0.13015623
FDD32,OUT045,0.08642728
FDR57,OUT017,0.17624015
DRG39,OUT027,0.099204734
FDX15,OUT017,0.18006484
DRN37,OUT045,0.17132334
FDW40,OUT027,0.26645365
FDB32,OUT049,0.10120254
FDM40,OUT018,0.14962079
FDE39,OUT027,0.2489104
DRH49,OUT017,0.086546555
FDT46,OUT049,0.055221938
NCF06,OUT035,0.3180325
FDP07,OUT017,0.23408127
FDC04,OUT013,0.29485473
FDZ32,OUT017,0.11131369
FDD50,OUT045,0.18639861
FDU56,OUT017,0.21923769
FDV34,OUT017,0.06829384
NCY41,OUT013,0.028548919
NCK18,OUT046,0.18749882
DRH25,OUT049,0.06311293
FDT57,OUT046,0.24329948
FDV56,OUT018,0.08881718
FDV12,OUT045,0.10388666
FDN52,OUT017,0.09802138
FDX38,OUT035,0.043934308
FDE47,OUT018,0.12387558
NCO07,OUT013,0.26031795
FDV09,OUT027,0.28607735
FDZ23,OUT019,0.026660135
DRH51,OUT018,0.071147725
NCY54,OUT045,0.1792416
DRG49,OUT013,0.3341475
NCC19,OUT049,0.2736538
NCV53,OUT045,0.27719265
FDZ47,OUT019,0.013878239
NCO26,OUT018,0.11175205
NCP02,OUT045,0.057076342
NCW30,OUT018,0.28132161
NCN55,OUT046,0.30024034
FDB20,OUT010,0.0
DRL11,OUT013,0.17541279
DRD60,OUT045,0.20824128
FDW14,OUT010,0.0155960955
FDL27,OUT010,0.0048347693
FDU09,OUT018,0.041631408
DRH36,OUT027,0.12499864
FDP34,OUT027,0.28930402
FDE04,OUT017,0.22161081
FDZ57,OUT027,0.24369058
FDF02,OUT010,0.015320014
FDG28,OUT045,0.28383556
NCI31,OUT046,0.06115497
FDT43,OUT013,0.03871576
FDU20,OUT046,0.14064437
FDD53,OUT013,0.036612876
FDW15,OUT045,0.18009861
NCT53,OUT045,0.1701257
NCG55,OUT027,0.2303984
FDD48,OUT035,0.13559137
FDG47,OUT049,0.3243467
FDI21,OUT017,0.06597138
FDT27,OUT017,0.28071496
DRO35,OUT013,0.124141015
FDD33,OUT017,0.27387065
FDC04,OUT035,0.2948701
FDY34,OUT013,0.19126521
DRJ49,OUT049,0.13312395
FDE05,OUT049,0.16182908
FDU31,OUT017,0.26254478
NCN19,OUT027,0.3463557
FDK56,OUT027,0.34998253
FDK58,OUT017,0.10863581
NCJ42,OUT035,0.12662505
FDZ34,OUT027,0.34520087
FDA52,OUT018,0.1912343
NCR29,OUT013,0.03404254
FDT48,OUT035,0.2333514
DRJ51,OUT019,0.031251956
NCS54,OUT046,0.18898998
FDV01,OUT035,0.1749302
DRG51,OUT027,0.32019892
NCG42,OUT013,0.14514932
FDA51,OUT049,0.111388184
FDV19,OUT010,0.037858244
NCT18,OUT045,0.20866464
NCS41,OUT045,0.21403764
FDO03,OUT046,0.26284677
FDL12,OUT010,0.013878239
FDY37,OUT010,0.030950971
FDI58,OUT049,0.092938185
FDT28,OUT018,0.14712259
NCC42,OUT010,0.021502975
FDO01,OUT017,0.14765278
FDJ02,OUT013,0.16519009
FDQ04,OUT018,0.03457828
DRL47,OUT013,0.14015351
FDZ32,OUT035,0.12431076
FDC35,OUT035,0.26770666
FDX14,OUT045,0.069786996
FDZ35,OUT013,0.10223538
FDL14,OUT013,0.17712963
FDO04,OUT049,0.06104619
DRK11,OUT017,0.16832803
FDB44,OUT018,0.23153572
FDZ50,OUT049,0.2203169
FDI12,OUT027,0.16971393
FDU43,OUT017,0.27098408
FDD58,OUT010,0.0
FDB27,OUT017,0.20762323
FDB04,OUT018,0.060109712
NCO17,OUT013,0.12751143
FDL12,OUT017,0.05032517
DRJ13,OUT049,0.1957798
FDD57,OUT045,0.1096535
FDW19,OUT035,0.12888597
DRD27,OUT018,0.08375929
FDH27,OUT027,0.2893298
NCW30,OUT027,0.46189436
FDR40,OUT018,0.049456388
FDG05,OUT013,0.17003155
NCY41,OUT019,0.013878239
FDI38,OUT018,0.23270583
FDR20,OUT046,0.052319698
FDE09,OUT017,0.114545844
FDN50,OUT019,0.013878239
DRF27,OUT045,0.15523462
DRF51,OUT013,0.02142187
NCO02,OUT019,0.013878239
FDB51,OUT027,0.105971366
FDJ50,OUT013,0.03590256
FDN52,OUT013,0.060236752
FDX14,OUT013,0.05348768
FDT27,OUT019,0.047903992
FDV10,OUT013,0.037649855
FDU33,OUT046,0.034463905
FDU58,OUT046,0.23229721
NCP42,OUT027,0.36463648
FDL51,OUT027,0.38747075
DRH15,OUT027,0.09956456
FDU16,OUT017,0.07922508
FDW15,OUT017,0.1811656
FDQ44,OUT045,0.14633183
NCI06,OUT027,0.33978313
DRK23,OUT019,0.043262005
FDC28,OUT035,0.12837628
NCY17,OUT019,0.013878239
NCV05,OUT018,0.15318868
FDM34,OUT019,0.013878239
DRD60,OUT027,0.3505302
FDT38,OUT046,0.07593785
FDQ57,OUT018,0.14591247
FDE59,OUT027,0.08997617
NCM43,OUT046,0.21144046
DRI51,OUT049,0.1941331
NCG30,OUT017,0.14382485
NCK54,OUT035,0.13875072
FDQ16,OUT019,0.013878239
FDI36,OUT013,0.23144464
FDX16,OUT027,0.28124717
FDA34,OUT046,0.22533119
FDJ48,OUT018,0.2494761
FDU47,OUT035,0.15290512
FDS39,OUT046,0.16715059
FDD11,OUT046,0.3061914
FDM16,OUT027,0.15177512
FDU56,OUT018,0.20051385
FDQ32,OUT017,0.14114408
DRK35,OUT013,0.028054178
FDA58,OUT049,0.3644317
DRG48,OUT019,0.013878239
FDT59,OUT010,0.0
FDQ31,OUT019,0.013878239
FDS51,OUT018,0.039787002
FDW32,OUT027,0.17033084
FDI15,OUT027,0.48583302
NCV30,OUT017,0.063232735
DRG25,OUT049,0.23369509
FDT02,OUT013,0.02978471
FDO33,OUT027,0.22211954
FDP38,OUT035,0.07254797
FDZ45,OUT035,0.24559455
NCA54,OUT027,0.33994213
FDU33,OUT017,0.0467204
FDN58,OUT017,0.27887923
FDI05,OUT045,0.07932828
FDM57,OUT019,0.013878239
NCS42,OUT027,0.17376876
FDB57,OUT045,0.23298013
FDC03,OUT045,0.2209942
FDZ58,OUT013,0.1277968
NCK29,OUT045,0.13426828
NCR53,OUT045,0.25849012
FDE26,OUT027,0.26871777
FDU52,OUT049,0.18357934
FDE41,OUT027,0.1639793
FDU38,OUT018,0.20711789
FDA52,OUT017,0.21361035
FDW46,OUT046,0.07628795
DRI59,OUT035,0.29050666
FDT38,OUT035,0.09574925
FDL33,OUT018,0.2140867
FDQ01,OUT027,0.4025843
FDJ08,OUT046,0.20214336
FDQ47,OUT049,0.042363964
NCZ18,OUT013,0.3181918
FDE29,OUT017,0.07688196
FDF10,OUT027,0.24866025
FDC48,OUT049,0.09687659
FDY58,OUT013,0.28438503
NCX30,OUT010,0.0
FDV11,OUT013,0.20140627
FDT46,OUT046,0.06468785
DRD01,OUT019,0.013878239
FDQ11,OUT013,0.31327286
NCM41,OUT017,0.10104087
NCC55,OUT013,0.026245525
FDG45,OUT027,0.39865503
NCQ54,OUT049,0.19491662
FDM34,OUT045,0.15415989
FDD17,OUT019,0.041926827
FDN38,OUT027,0.40905192
FDB53,OUT018,0.14806077
NCL06,OUT035,0.3368324
NCV18,OUT019,0.013878239
FDX25,OUT013,0.22339563
FDB39,OUT046,0.055263154
FDC33,OUT049,0.23300709
NCO14,OUT018,0.030864941
FDA58,OUT027,0.43136442
NCQ02,OUT017,0.21481952
NCR53,OUT017,0.2635958
FDN52,OUT046,0.09443948
FDG26,OUT046,0.29977804
FDE23,OUT027,0.097125545
DRI37,OUT013,0.03530068
DRH37,OUT018,0.17765741
FDO01,OUT035,0.1454678
FDK45,OUT049,0.12499771
FDP23,OUT049,0.3068451
FDM33,OUT035,0.27753007
FDD36,OUT017,0.13360791
FDL56,OUT017,0.10113699
FDT27,OUT010,0.032568227
FDG52,OUT017,0.046750903
NCL42,OUT035,0.30168355
DRJ24,OUT046,0.19231816
FDV38,OUT046,0.03448777
FDT35,OUT045,0.18491131
FDY51,OUT045,0.24707362
FDC37,OUT017,0.119304985
NCP43,OUT013,0.22374053
FDO33,OUT045,0.12327103
FDW04,OUT018,0.117313825
NCC31,OUT046,0.17920016
FDK22,OUT049,0.29583907
FDJ50,OUT017,0.060690783
FDV13,OUT017,0.08506817
DRL60,OUT017,0.15744829
FDW03,OUT017,0.106794305
FDY27,OUT035,0.20054601
FDB39,OUT027,0.09888196
FDU59,OUT045,0.17715326
FDZ57,OUT049,0.14545357
FDO21,OUT049,0.2720686
FDS43,OUT018,0.20948255
FDU28,OUT010,0.039360553
FDC51,OUT010,0.008824558
FDW16,OUT010,0.01389439
FDP32,OUT010,0.0
FDB60,OUT019,0.02571566
NCQ30,OUT046,0.14168158
FDD26,OUT049,0.20110974
FDI44,OUT045,0.083826244
DRH23,OUT046,0.068752885
FDO44,OUT046,0.11538055
FDG04,OUT046,0.21209909
FDM32,OUT027,0.16073571
FDM09,OUT013,0.1879044
FDZ47,OUT013,0.08392477
FDM40,OUT027,0.26023313
FDY48,OUT017,0.11494164
NCM30,OUT045,0.036624108
FDX36,OUT010,0.029543424
DRF03,OUT017,0.03518016
FDN51,OUT049,0.28907382
FDM57,OUT049,0.076119855
FDB35,OUT049,0.07173199
FDY13,OUT027,0.16671014
FDA37,OUT017,0.13958625
NCX53,OUT017,0.16803282
FDD59,OUT018,0.077415794
FDX10,OUT019,0.013878239
FDC03,OUT018,0.21886581
FDW43,OUT035,0.28576964
FDW10,OUT046,0.18806696
FDY14,OUT027,0.47642612
FDV43,OUT045,0.0439471
FDO40,OUT013,0.17314634
FDP46,OUT027,0.18107232
NCE43,OUT019,0.013878239
FDD05,OUT035,0.14980923
FDJ60,OUT010,0.037186563
DRE27,OUT018,0.08896007
FDO11,OUT035,0.34236214
DRG11,OUT027,0.20943815
FDK33,OUT010,0.0
DRM23,OUT045,0.19467984
FDJ02,OUT027,0.26614597
NCZ05,OUT045,0.11280642
NCL30,OUT013,0.13516419
FDZ19,OUT018,0.18380718
FDM45,OUT049,0.12335689
FDO36,OUT046,0.19558834
NCK31,OUT045,0.050054625
DRJ37,OUT045,0.16019341
FDP24,OUT018,0.10880444
FDF46,OUT013,0.106302895
FDX46,OUT019,0.013878239
NCL18,OUT045,0.22695228
FDJ26,OUT013,0.2574655
FDJ07,OUT045,0.107440345
FDY15,OUT013,0.15710005
DRG01,OUT045,0.073371924
FDF58,OUT045,0.06594712
FDZ14,OUT019,0.013878239
FDP31,OUT049,0.039488077
FDH45,OUT013,0.03876099
FDA09,OUT010,0.0276797
FDW31,OUT035,0.24481292
FDA57,OUT046,0.044227988
NCE55,OUT035,0.20431167
FDC17,OUT019,0.0297472
FDC59,OUT013,0.053338
FDA22,OUT013,0.1844997
FDK52,OUT035,0.28475136
NCM26,OUT046,0.18959372
NCT53,OUT035,0.19365135
FDW45,OUT018,0.14929406
NCI18,OUT035,0.27558514
FDE38,OUT018,0.17010741
FDF08,OUT019,0.013878239
FDY58,OUT010,0.0
FDF58,OUT019,0.013878239
FDX39,OUT017,0.25743654
FDB44,OUT049,0.28778577
FDF28,OUT013,0.1367204
FDE39,OUT013,0.13501576
FDT37,OUT018,0.28009298
FDZ45,OUT017,0.233198
FDO40,OUT035,0.18853122
FDM57,OUT027,0.16647458
DRG36,OUT017,0.19157243
FDY36,OUT010,0.013878239
DRL60,OUT027,0.2984202
FDS25,OUT019,0.013878239
DRF49,OUT027,0.23199116
FDP16,OUT045,0.25593957
FDS60,OUT049,0.2068777
FDU15,OUT027,0.10308016
FDK43,OUT046,0.1414432
FDN25,OUT046,0.06761849
FDE53,OUT049,0.121183425
FDB22,OUT013,0.16665418
FDE39,OUT017,0.11949396
FDX35,OUT035,0.30036634
NCG54,OUT049,0.23233701
FDH27,OUT035,0.16036412
NCK42,OUT013,0.28115323
FDS25,OUT049,0.09686394
FDI10,OUT018,0.17881756
FDU35,OUT035,0.12802012
FDI04,OUT017,0.246679
DRK23,OUT035,0.3293554
FDB53,OUT019,0.013878239
FDY02,OUT049,0.19417949
FDM60,OUT035,0.037157744
NCJ31,OUT010,0.08793549
DRP35,OUT017,0.14439268
NCQ30,OUT018,0.118009314
DRL11,OUT010,0.0
FDU01,OUT013,0.22630747
FDR39,OUT035,0.21775734
FDO08,OUT046,0.1984912
FDC02,OUT045,0.25025648
NCZ29,OUT035,0.15091905
FDF29,OUT010,0.028388325
FDZ23,OUT017,0.2344638
NCU53,OUT018,0.17215435
NCW30,OUT013,0.34700242
NCM26,OUT027,0.29500955
FDV50,OUT027,0.2509832
FDW15,OUT049,0.17138758
FDI35,OUT027,0.33526656
FDO11,OUT017,0.29359075
FDN48,OUT046,0.10519007
NCA17,OUT049,0.16000518
NCN54,OUT013,0.074109934
FDP22,OUT013,0.04232241
NCB54,OUT035,0.15036744
FDD08,OUT045,0.03205586
DRM48,OUT010,0.013878239
FDG41,OUT027,0.20573966
FDE44,OUT027,0.11004395
FDE26,OUT035,0.17119914
NCS38,OUT013,0.11923387
NCJ54,OUT018,0.23783387
FDI40,OUT019,0.013878239
FDN45,OUT018,0.25010195
FDU43,OUT046,0.26801512
FDI04,OUT010,0.045906015
NCC07,OUT018,0.08699772
NCC07,OUT019,0.013878239
NCD18,OUT045,0.26397163
FDU55,OUT035,0.32368344
FDX59,OUT035,0.054511823
FDR52,OUT049,0.21654624
NCP17,OUT013,0.04503642
FDQ32,OUT045,0.14492795
NCT17,OUT049,0.23276024
FDO10,OUT049,0.050217092
FDE32,OUT049,0.038501494
FDN44,OUT045,0.17587371
FDH02,OUT035,0.10435653
FDK60,OUT013,0.08621927
FDS24,OUT019,0.013878239
FDL03,OUT010,0.061254226
FDB46,OUT027,0.36025357
FDO48,OUT049,0.26581743
FDZ39,OUT049,0.11607962
FDT02,OUT027,0.07963389
FDC50,OUT013,0.07823789
FDP39,OUT035,0.05977033
DRG15,OUT018,0.04666266
FDP10,OUT018,0.09365895
FDF53,OUT027,0.31057
FDN34,OUT045,0.19728246
FDK02,OUT045,0.14022
FDC23,OUT045,0.19325887
FDJ10,OUT019,0.013878239
FDE53,OUT035,0.1297611
FDR25,OUT035,0.34916684
FDW50,OUT046,0.16871354
FDS09,OUT049,0.043873053
FDW49,OUT010,0.025719792
FDU51,OUT046,0.1945432
FDF28,OUT018,0.123288974
NCY30,OUT018,0.18704738
FDD44,OUT045,0.30294007
FDX09,OUT017,0.194512
NCF30,OUT013,0.121426985
FDZ50,OUT019,0.026940767
FDW37,OUT013,0.08525241
FDD11,OUT049,0.3069991
DRH39,OUT018,0.05205015
FDA36,OUT049,0.2686013
NCG43,OUT049,0.094938636
FDF02,OUT035,0.116097204
FDP57,OUT027,0.19957623
NCE42,OUT017,0.25975904
NCR38,OUT027,0.4612166
FDP03,OUT019,0.013878239
FDO51,OUT035,0.04318942
NCQ42,OUT046,0.13289155
NCM41,OUT046,0.11221276
FDH48,OUT027,0.15581138
DRF60,OUT046,0.25420094
FDJ27,OUT035,0.100200474
FDQ14,OUT013,0.18230906
FDN27,OUT017,0.14051722
NCQ02,OUT046,0.20383914
FDJ33,OUT049,0.12866883
FDP07,OUT027,0.3682628
DRE01,OUT049,0.34955364
FDU36,OUT045,0.09784107
FDL28,OUT017,0.27647293
NCX53,OUT046,0.16357355
FDZ39,OUT013,0.105675295
NCP42,OUT013,0.24884254
FDJ14,OUT035,0.08672772
FDK04,OUT049,0.06294255
NCC19,OUT017,0.20684086
FDS09,OUT018,0.04179033
FDZ02,OUT046,0.1158746
FDD35,OUT018,0.11772684
NCY42,OUT017,0.14938307
FDB05,OUT045,0.2716554
FDF20,OUT035,0.24060433
NCO41,OUT018,0.08011784
FDC40,OUT027,0.16662686
FDV58,OUT045,0.21414654
FDZ57,OUT045,0.14902273
DRM35,OUT046,0.21266966
DRN36,OUT018,0.07768485
FDQ13,OUT046,0.120612286
DRO35,OUT010,0.018727565
NCD43,OUT035,0.119783215
FDA51,OUT018,0.10538722
NCX17,OUT027,0.41624153
NCZ17,OUT049,0.041989826
FDR11,OUT027,0.2702182
FDW34,OUT049,0.3374963
FDN50,OUT017,0.09051452
FDS09,OUT046,0.049532942
FDS48,OUT018,0.1529292
FDL44,OUT049,0.18938443
DRF48,OUT018,0.1956196
FDA14,OUT018,0.15431228
NCD30,OUT049,0.10627837
FDI16,OUT017,0.044803165
NCG06,OUT035,0.32629687
DRZ24,OUT035,0.12931846
NCS17,OUT045,0.10185408
FDB37,OUT045,0.2446752
FDE10,OUT035,0.1464766
FDC57,OUT045,0.21010976
FDM12,OUT018,0.20466746
FDE24,OUT049,0.16956447
FDW22,OUT045,0.26109037
DRD01,OUT027,0.12297349
NCZ18,OUT027,0.45869672
FDN49,OUT045,0.039997447
FDR22,OUT035,0.1311116
FDV08,OUT019,0.013878239
FDY39,OUT046,0.2287756
FDV36,OUT049,0.14319456
FDO60,OUT045,0.03646953
FDU04,OUT027,0.23743658
FDR20,OUT027,0.11422204
FDW19,OUT019,0.013878239
FDU40,OUT049,0.21943684
FDK15,OUT045,0.09740599
DRF15,OUT035,0.18874507
FDQ25,OUT017,0.20833124
FDI48,OUT019,0.013878239
FDS49,OUT046,0.103151225
